"","self_spending","self_defense","self_medical","self_job","self_blacks","self_business","fed_socSecurity","fed_publicSch","fed_border","fed_crime","fed_welfare","fed_highway","fed_povertyAid","fed_environment","resid_Place","resid_identity","FT_DemParty","FT_RepParty","FT_Joe_pre","FT_Trump_pre","FT_Joe_post","FT_Trump_post","FT_rural","FT_OutParty","rural_get_more","rural_influence","rural_respect","rr_work","rr_slavery","rr_less","rr_harder","gender_factor","educ_factor","race_factor","Church_factor","PARTY","pid7","BIDEN","TRUMP"
"945",3,6,2,4,6,4,1,3,1,3,3,3,2,3,"Small Town","Small Town Person",0,85,0,100,0,100,60,0,4,6,7,1,2,5,3,"Female","Some College","White",NA,"Republican",7,FALSE,TRUE
"946",NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,"Small Town","Country Person",NA,NA,0,100,0,100,NA,NA,NA,NA,NA,1,5,3,NA,"Female","High School","White",NA,"Independent",4,FALSE,FALSE
"947",5,NA,1,3,4,NA,1,1,3,1,3,3,3,3,"City","City Person",50,50,40,70,40,85,85,50,2,4,4,2,2,2,4,"Female","Bachelor's Degree","Hispanic","A few times a year","Independent",4,FALSE,FALSE
"948",7,4,1,1,1,2,1,1,5,3,1,1,1,1,"City","City Person",85,0,85,0,85,0,NA,0,5,6,4,5,1,1,5,"Female","Some College","Middle Eastern",NA,"Democrat",1,TRUE,FALSE
"949",NA,NA,NA,NA,NA,NA,3,3,2,2,5,1,4,3,"Small Town","Country Person",0,100,0,100,0,100,85,0,4,4,6,1,5,5,1,"Male","High School","White","Once or twice a month","Republican",7,FALSE,TRUE
"950",6,1,1,1,1,1,3,1,3,5,1,3,1,1,NA,NA,85,30,85,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"Female","Graduate Degree","Black","Once or twice a month","Democrat",1,FALSE,FALSE
"951",4,7,1,3,7,3,1,2,2,1,3,3,1,1,"Rural Area","Country Person",60,70,50,70,50,100,100,70,7,6,6,2,5,5,1,"Female","Some College","White",NA,"Democrat",2,FALSE,FALSE
"952",NA,3,NA,4,4,4,3,3,3,3,3,3,3,1,"City","City Person",50,0,35,0,65,0,15,0,4,7,4,3,3,2,4,"Male","Some College","Asian",NA,"Democrat",2,TRUE,FALSE
"953",1,5,7,7,7,7,3,3,1,1,5,4,5,5,"Suburb","Country Person",0,5,0,100,0,100,50,0,4,4,4,1,5,5,3,"Male","Graduate Degree","Middle Eastern","Once or twice a month","Republican",5,FALSE,TRUE
"954",7,1,1,1,1,1,1,1,3,3,1,1,1,3,"City","Something else",70,60,80,50,85,15,NA,60,2,4,6,4,2,1,3,"Male","Some College","Black","Almost every week","Democrat",2,TRUE,FALSE
"955",3,4,4,4,2,5,1,1,3,1,3,2,1,1,"City","City Person",30,40,60,15,60,0,50,30,4,6,4,2,2,4,2,"Male","Graduate Degree","Hispanic",NA,"Republican",5,TRUE,FALSE
"956",4,7,7,3,4,3,1,3,3,3,3,1,3,3,"Small Town","Something else",0,100,0,100,15,100,NA,0,4,4,NA,3,3,3,3,"Female","Bachelor's Degree","White",NA,"Republican",7,FALSE,FALSE
"957",4,1,3,4,1,3,3,2,3,5,2,3,2,3,"Suburb","Suburb Person",60,0,70,0,70,0,30,0,4,4,4,5,1,1,5,"Female","Bachelor's Degree","White",NA,"Democrat",3,TRUE,FALSE
"958",6,6,3,3,3,1,1,1,5,1,1,1,1,1,"Small Town","Suburb Person",60,30,100,0,70,0,50,30,6,6,4,2,4,3,2,"Female","High School","White","Every week","Democrat",3,TRUE,FALSE
"959",3,5,7,7,4,3,2,1,1,2,4,3,4,1,"Suburb","Country Person",20,75,30,70,30,60,85,20,4,7,7,3,2,4,2,"Male","Bachelor's Degree","White",NA,"Republican",6,FALSE,TRUE
"960",NA,NA,NA,NA,NA,NA,3,1,3,1,3,1,1,1,"Rural Area","Small Town Person",0,0,0,0,50,30,50,0,6,4,4,2,2,2,4,"Male","Some College","Hispanic",NA,"Independent",4,FALSE,FALSE
"961",6,5,1,2,2,NA,3,1,5,5,3,3,3,3,"Suburb","City Person",50,30,60,0,73,0,30,30,2,1,4,5,1,1,5,"Female","Graduate Degree","White",NA,"Democrat",1,TRUE,FALSE
"962",NA,1,4,5,NA,4,3,5,5,4,4,1,3,3,"Rural Area","Small Town Person",30,30,15,60,30,30,70,30,4,4,7,1,4,3,1,"Male","Bachelor's Degree","Native American",NA,"Republican",5,FALSE,FALSE
"963",5,6,7,7,7,6,3,3,1,1,5,3,3,4,"City","Something else",10,70,15,100,1,100,75,10,4,7,7,2,5,5,3,"Female","Some College","White","A few times a year","Republican",5,FALSE,TRUE
"964",NA,7,7,1,NA,1,1,3,1,3,4,1,3,1,"Rural Area","Country Person",30,70,30,85,0,NA,85,30,6,6,4,1,3,5,1,"Male","High School","White","A few times a year","Independent",4,FALSE,TRUE
"965",4,5,3,7,7,7,1,1,3,2,3,2,1,3,"Rural Area","Country Person",50,50,20,70,0,100,100,50,4,4,6,1,5,5,1,"Male","High School","White",NA,"Republican",7,FALSE,TRUE
"966",7,7,4,NA,NA,NA,1,3,3,3,3,3,3,1,"Suburb","City Person",50,15,50,NA,85,0,50,15,4,4,6,3,2,2,3,"Male","Less than High School","White",NA,"Democrat",2,FALSE,FALSE
"967",6,1,1,1,1,1,1,1,5,2,1,1,1,1,"Suburb","Suburb Person",100,0,100,0,100,0,70,0,6,7,7,5,1,2,5,"Female","Less than High School","White",NA,"Democrat",1,TRUE,FALSE
"968",5,6,5,4,3,2,3,3,3,3,2,3,1,1,"City","Small Town Person",100,0,100,0,100,40,50,0,4,4,4,4,3,2,5,"Male","Some College","Hispanic","Almost every week","Democrat",3,TRUE,FALSE
"969",5,3,3,3,3,2,3,1,3,4,2,2,2,1,"Suburb","Suburb Person",70,15,85,0,90,0,85,15,7,7,7,5,1,1,5,"Female","Graduate Degree","White",NA,"Democrat",1,TRUE,FALSE
"970",4,6,2,4,2,2,1,1,3,3,3,1,2,1,"Suburb","Small Town Person",70,15,70,0,70,0,70,15,6,6,6,3,4,4,3,"Female","Some College","White","A few times a year","Democrat",2,TRUE,FALSE
"971",6,3,1,2,2,1,3,1,3,3,1,1,1,1,"Suburb","Small Town Person",65,15,90,0,85,0,60,15,4,2,6,5,2,3,5,"Male","Bachelor's Degree","Black",NA,"Democrat",3,TRUE,FALSE
"972",NA,NA,NA,NA,NA,1,3,3,3,3,3,3,5,2,"City","City Person",70,15,70,0,85,0,50,15,2,4,4,3,3,3,3,"Female","Some College","White",NA,"Democrat",1,FALSE,FALSE
"973",4,7,4,6,6,5,3,1,1,1,5,2,4,3,"Rural Area","Country Person",0,70,15,85,0,100,85,0,7,7,7,1,4,5,2,"Female","High School","White",NA,"Republican",7,FALSE,TRUE
"974",7,2,NA,4,1,1,3,1,4,3,2,3,1,2,"City","City Person",60,30,60,0,60,0,30,30,7,4,4,5,1,1,5,"Male","Bachelor's Degree","Black","Once or twice a month","Democrat",2,TRUE,FALSE
"975",6,4,1,2,2,1,1,1,3,3,2,1,1,1,"Rural Area","City Person",70,0,100,0,100,0,85,0,6,6,6,5,1,1,5,"Female","Some College","Black","Every week","Democrat",1,TRUE,FALSE
"976",6,4,2,2,2,2,2,1,5,3,3,3,3,1,"Small Town","Small Town Person",85,0,85,0,90,0,40,0,6,6,6,5,1,1,5,"Male","High School","Hispanic","Every week","Democrat",1,TRUE,FALSE
"977",3,5,6,5,5,6,2,4,2,1,4,1,4,4,"City","Suburb Person",30,70,0,100,30,100,85,30,6,7,7,2,4,4,2,"Male","Bachelor's Degree","White","Once or twice a month","Republican",7,FALSE,TRUE
"978",5,6,6,6,6,NA,3,1,1,1,5,2,3,3,"Small Town","Country Person",15,100,15,85,0,70,100,15,4,6,6,2,4,3,3,"Female","Some College","White","Almost every week","Republican",7,FALSE,TRUE
"979",1,1,5,7,7,1,3,2,3,1,5,3,5,1,"Suburb","Suburb Person",40,30,40,15,70,0,45,30,4,4,5,2,4,4,2,"Male","Graduate Degree","White",NA,"Democrat",2,TRUE,FALSE
"980",5,4,1,1,2,1,1,1,3,3,3,3,3,1,"City","Small Town Person",65,0,70,0,60,0,20,0,4,1,4,5,2,1,5,"Female","High School","Black",NA,"Democrat",1,FALSE,FALSE
"981",2,1,2,3,1,2,3,1,3,4,3,1,2,1,NA,NA,85,0,85,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Female","Bachelor's Degree","Black","A few times a year","Democrat",2,FALSE,FALSE
"982",NA,5,NA,4,4,4,1,1,1,1,1,1,1,1,"Small Town","Small Town Person",NA,NA,NA,NA,60,50,85,NA,4,4,7,1,2,5,1,"Male","High School","White",NA,"Independent",4,FALSE,FALSE
"983",5,5,1,5,3,NA,2,1,1,2,2,1,2,4,"Suburb","Suburb Person",70,70,60,30,85,0,50,70,4,4,4,5,1,1,4,"Male","High School","Middle Eastern","Every week","Democrat",3,TRUE,FALSE
"984",7,NA,1,6,7,1,2,1,3,3,1,1,1,1,"Rural Area","Small Town Person",0,60,0,70,30,60,85,0,4,5,4,1,5,5,1,"Female","High School","White","Once or twice a month","Republican",6,FALSE,FALSE
"985",3,5,4,4,4,4,3,3,3,3,3,3,3,3,"Suburb","Suburb Person",70,40,85,15,85,15,50,40,4,4,4,3,3,3,3,"Male","Graduate Degree","Middle Eastern","Once or twice a month","Democrat",2,TRUE,FALSE
"986",7,NA,4,3,1,NA,3,1,3,3,3,2,1,1,"Small Town","Country Person",50,30,75,0,100,15,80,30,6,6,4,4,2,1,4,"Male","High School","Black","Almost every week","Democrat",1,TRUE,FALSE
"987",5,5,4,2,4,1,3,1,4,3,3,2,3,1,"City","Suburb Person",40,40,85,50,85,40,100,40,4,4,6,2,4,4,2,"Female","Bachelor's Degree","Black","A few times a year","Democrat",2,TRUE,FALSE
"988",7,NA,1,1,1,1,4,1,3,3,3,1,2,1,NA,NA,40,0,60,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","Hispanic",NA,"Democrat",2,FALSE,FALSE
"989",5,4,3,6,6,NA,1,1,1,3,3,3,3,3,"City","City Person",15,100,15,100,1,99,50,15,4,4,4,1,5,5,1,"Female","High School","White",NA,"Republican",7,FALSE,TRUE
"990",6,1,1,3,3,1,1,1,5,5,2,1,2,1,"Suburb","Suburb Person",85,0,85,0,85,0,30,0,7,1,4,5,1,1,5,"Male","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"991",3,3,7,6,4,5,5,3,4,3,4,2,4,3,"Small Town","Small Town Person",0,45,0,52,0,55,50,0,6,6,6,4,2,3,4,"Male","Bachelor's Degree","White",NA,"Republican",5,FALSE,FALSE
"992",1,5,7,7,7,5,3,4,1,3,5,2,5,4,"Rural Area","Small Town Person",5,40,10,90,0,90,85,5,4,7,6,1,5,5,2,"Male","Bachelor's Degree",NA,"Almost every week","Republican",6,FALSE,TRUE
"993",3,7,7,6,NA,7,3,1,1,1,5,3,4,3,"Suburb","Suburb Person",0,85,15,85,15,85,100,0,6,7,4,3,4,5,2,"Female","Some College","White","A few times a year","Republican",5,FALSE,TRUE
"994",5,4,3,4,7,6,1,3,5,2,3,1,3,2,"Small Town","Small Town Person",60,40,60,10,70,10,50,40,2,6,4,1,5,5,2,"Male","Some College","White",NA,"Democrat",3,TRUE,FALSE
"995",1,5,7,6,6,7,2,3,1,2,5,2,4,5,NA,NA,0,90,5,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","Hispanic","Every week","Republican",7,FALSE,FALSE
"996",5,NA,3,3,NA,2,1,1,5,1,4,3,1,3,"City","City Person",60,40,60,30,70,30,NA,40,4,6,4,4,4,4,5,"Female","Some College","White",NA,"Democrat",1,TRUE,FALSE
"997",NA,5,NA,4,7,4,3,3,1,1,5,2,3,3,"Suburb","Suburb Person",0,90,0,85,0,90,NA,0,4,4,4,2,4,4,1,"Male","High School","White","A few times a year","Republican",7,FALSE,TRUE
"998",3,5,6,7,3,6,3,3,1,1,5,1,3,3,"City","City Person",15,70,30,85,0,85,85,15,6,4,4,3,3,5,3,"Male","High School","White","A few times a year","Republican",7,FALSE,TRUE
"999",6,4,2,3,2,3,3,2,5,1,2,1,1,1,"City","City Person",70,30,100,0,100,0,100,30,4,4,4,5,2,3,5,"Female","Graduate Degree","White","Every week","Democrat",1,TRUE,FALSE
"1000",4,3,4,4,4,4,3,3,3,2,4,1,3,3,"Rural Area","Country Person",50,60,30,60,40,85,60,50,4,4,4,4,3,2,4,"Male","Less than High School","White",NA,"Republican",6,FALSE,FALSE
"1001",1,1,NA,7,7,1,1,3,4,1,5,5,3,1,"Rural Area","Country Person",0,0,0,50,0,50,60,0,4,NA,4,1,5,4,1,NA,"Less than High School","White","Every week","Independent",4,FALSE,FALSE
"1002",2,1,2,5,3,3,1,2,1,1,1,2,1,1,"Rural Area","City Person",0,100,40,100,0,85,60,0,6,6,6,1,5,5,2,"Female","Some College","White","Every week","Republican",7,FALSE,TRUE
"1003",4,2,1,5,2,1,3,1,4,4,3,3,3,1,"Suburb","Country Person",95,15,60,0,70,0,85,15,3,1,5,5,1,4,5,"Female","Graduate Degree","White",NA,"Democrat",1,TRUE,FALSE
"1004",6,6,NA,2,4,NA,1,2,5,1,5,1,1,1,"City","City Person",50,50,60,0,100,30,NA,50,4,4,4,1,5,5,5,"Female","Some College","Hispanic",NA,"Democrat",1,TRUE,FALSE
"1005",2,4,3,7,7,4,3,4,3,3,5,1,4,3,"Rural Area","Country Person",0,50,0,100,25,75,85,0,6,7,4,2,4,5,3,"Male","Some College","White",NA,"Independent",4,FALSE,TRUE
"1006",6,3,1,1,1,2,1,1,3,2,2,3,1,2,"City","City Person",85,0,85,0,85,0,50,0,6,5,6,5,1,1,5,"Female","Bachelor's Degree","Black","A few times a year","Democrat",1,TRUE,FALSE
"1007",NA,2,5,NA,4,5,3,3,2,3,1,3,1,1,NA,NA,70,60,50,70,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,"Female","High School","White","A few times a year","Democrat",3,FALSE,FALSE
"1008",3,2,5,5,5,1,1,1,5,4,3,1,1,1,"Small Town","Small Town Person",15,0,40,0,70,0,100,0,7,4,6,5,1,2,5,"Male","High School","Hispanic",NA,"Democrat",2,TRUE,FALSE
"1009",2,6,7,7,6,5,2,5,1,2,3,2,3,3,NA,NA,15,100,0,100,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,"Female","Some College","White","Every week","Republican",7,FALSE,FALSE
"1010",6,6,5,2,2,1,3,2,3,3,3,1,3,1,"Suburb","Suburb Person",100,15,100,0,100,0,70,15,7,7,7,5,1,1,5,"Female","Bachelor's Degree","Black",NA,"Democrat",1,TRUE,FALSE
"1011",4,6,6,6,4,4,2,2,3,1,3,1,3,3,"Small Town","Country Person",40,85,15,85,60,85,90,40,6,6,4,1,5,3,4,"Male","Graduate Degree","Middle Eastern","Almost every week","Republican",5,FALSE,TRUE
"1012",NA,3,4,5,6,NA,2,3,1,3,3,3,3,3,"Rural Area","Small Town Person",0,85,NA,85,0,100,85,0,4,6,4,1,5,3,1,"Female","Some College","White","Almost every week","Republican",7,FALSE,TRUE
"1013",3,5,4,6,6,4,3,3,3,3,3,2,3,3,"Suburb","Small Town Person",15,50,30,60,30,60,85,15,7,6,7,4,5,4,4,"Male","Graduate Degree","White","Every week","Republican",5,FALSE,TRUE
"1014",2,3,4,4,7,4,3,3,1,3,3,3,3,2,NA,NA,15,40,30,85,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,"Male","High School","White",NA,"Republican",5,FALSE,FALSE
"1015",7,1,1,1,1,1,1,1,5,4,1,1,1,1,"City","City Person",0,0,0,0,15,0,100,0,7,5,5,5,1,1,5,"Male","Some College","White",NA,"Independent",4,FALSE,FALSE
"1016",NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,"Suburb","Suburb Person",0,100,0,100,0,100,NA,0,4,4,6,3,3,3,3,"Female","High School","Hispanic","Never","Republican",7,FALSE,TRUE
"1017",4,6,7,7,4,7,3,3,1,3,4,3,3,3,"Small Town","Small Town Person",0,100,0,100,15,100,85,0,4,2,4,2,3,3,3,"Male","Some College","White",NA,"Republican",7,FALSE,TRUE
"1018",1,7,7,7,7,4,2,NA,1,1,5,1,5,3,"Small Town","Small Town Person",0,50,0,85,0,85,50,0,4,NA,NA,1,5,NA,3,"Male","High School","White",NA,"Republican",5,FALSE,TRUE
"1019",6,3,4,4,4,2,1,1,4,2,3,3,3,3,"Small Town","Small Town Person",70,49,70,15,70,0,100,49,6,6,7,4,2,2,5,"Female","Graduate Degree","White","Once or twice a month","Democrat",1,TRUE,FALSE
"1020",7,1,2,3,6,1,2,1,4,2,3,3,2,1,"Small Town","Small Town Person",80,5,80,8,85,15,80,5,4,4,4,4,1,2,5,"Female","Graduate Degree","White",NA,"Democrat",3,TRUE,FALSE
"1021",7,3,1,2,1,1,1,1,4,4,3,1,3,1,"Suburb","City Person",60,15,70,0,85,0,100,15,4,4,7,5,2,3,5,"Female","Graduate Degree","White",NA,"Democrat",1,TRUE,FALSE
"1022",4,4,4,4,4,4,3,3,3,3,3,3,3,3,NA,NA,40,40,50,40,50,0,50,40,NA,NA,NA,NA,NA,NA,NA,"Male","Graduate Degree","Asian","A few times a year","Independent",4,FALSE,FALSE
"1023",3,5,7,7,7,4,3,3,1,1,5,1,4,3,"City","Suburb Person",30,85,15,85,15,85,50,30,4,4,4,2,5,4,2,"Female","Some College","White","A few times a year","Republican",6,FALSE,TRUE
"1024",4,NA,7,7,NA,4,3,2,2,3,3,2,3,3,"City","Small Town Person",15,100,NA,100,NA,NA,100,15,4,4,6,3,3,3,3,"Female","High School","White","Once or twice a month","Republican",7,FALSE,TRUE
"1025",4,7,6,7,4,1,3,1,1,2,5,1,3,1,"Small Town","Country Person",15,30,50,15,70,15,100,15,7,6,7,1,2,4,2,"Male","Bachelor's Degree","White","Once or twice a month","Republican",6,TRUE,FALSE
"1026",3,5,5,5,6,3,1,1,2,1,3,2,2,3,"Rural Area","Country Person",40,70,30,85,30,70,85,40,4,6,4,2,4,4,2,"Male","High School","White",NA,"Republican",6,FALSE,FALSE
"1027",7,1,1,1,1,1,1,1,5,5,1,3,1,1,"City","City Person",80,0,75,0,90,0,25,0,5,7,1,5,1,1,5,"Male","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"1028",6,3,1,3,3,1,1,3,5,3,3,1,3,3,"Suburb","Suburb Person",85,15,100,0,100,0,70,15,6,1,2,4,2,2,4,"Male","Some College","White",NA,"Democrat",1,TRUE,FALSE
"1029",5,2,3,3,2,2,3,1,3,3,3,3,2,2,"Suburb","Suburb Person",70,0,85,0,85,0,50,0,4,2,4,4,1,2,4,"Female","Graduate Degree","White",NA,"Democrat",1,TRUE,FALSE
"1030",5,2,2,6,2,2,2,1,3,2,3,2,1,1,"City","City Person",85,15,70,0,85,0,40,15,7,2,6,3,2,1,5,"Female","Some College","White",NA,"Democrat",2,TRUE,FALSE
"1031",NA,7,5,1,NA,NA,1,3,1,1,2,2,1,3,"City","Suburb Person",15,85,40,100,20,100,NA,15,4,5,5,2,5,5,3,"Female","High School","White",NA,"Republican",7,FALSE,TRUE
"1032",3,3,5,3,7,4,1,3,1,3,5,2,1,2,"Rural Area","Country Person",50,100,0,100,30,100,NA,50,5,6,6,1,5,5,1,"Male","High School","White","Every week","Republican",7,FALSE,TRUE
"1033",NA,NA,NA,NA,NA,3,2,1,3,2,3,2,3,2,"Small Town","Country Person",50,50,60,0,70,0,85,50,4,NA,6,2,4,2,3,"Female","Bachelor's Degree","White",NA,"Independent",4,TRUE,FALSE
"1034",1,4,7,7,7,7,4,5,1,1,5,3,3,5,NA,NA,0,70,0,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","White","Almost every week","Republican",5,FALSE,FALSE
"1035",2,3,4,7,4,5,1,4,1,1,1,1,1,1,"Small Town","Small Town Person",0,50,0,70,0,85,60,0,7,7,7,2,3,3,2,"Female","Some College","White",NA,"Republican",7,FALSE,TRUE
"1036",4,NA,NA,NA,4,4,1,1,4,2,2,3,2,1,"City","Small Town Person",50,10,100,0,70,0,70,50,4,6,6,1,3,3,2,"Male","Less than High School","Hispanic","A few times a year","Independent",4,FALSE,FALSE
"1037",4,4,4,4,4,4,3,3,3,3,3,3,3,3,NA,NA,30,70,0,85,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","White",NA,"Republican",7,FALSE,FALSE
"1038",5,4,5,4,3,3,3,3,5,3,3,3,3,2,"Small Town","Small Town Person",85,15,70,0,85,0,60,15,4,4,4,4,2,1,5,"Female","Bachelor's Degree","White",NA,"Democrat",1,FALSE,FALSE
"1039",7,3,1,4,2,1,1,1,2,1,2,1,1,1,"City","City Person",60,0,60,0,85,0,100,60,4,4,4,2,1,1,2,"Male","High School","Hispanic",NA,"Independent",4,TRUE,FALSE
"1040",7,2,1,2,2,2,1,1,5,4,1,2,1,1,"Suburb","Suburb Person",85,0,85,0,85,0,65,0,4,4,5,5,1,1,5,"Female","Graduate Degree","White","Once or twice a month","Democrat",1,TRUE,FALSE
"1041",4,NA,NA,NA,7,NA,1,1,1,1,4,2,4,3,"Suburb","Suburb Person",50,50,0,60,15,70,NA,50,4,6,4,3,5,3,2,"Female","Graduate Degree","White",NA,"Republican",5,FALSE,TRUE
"1042",5,NA,2,NA,4,NA,2,3,3,3,3,1,2,1,"City","City Person",60,20,70,0,70,0,NA,20,4,4,4,2,2,3,3,"Male","Some College","White",NA,"Democrat",2,TRUE,FALSE
"1043",3,4,4,3,3,3,2,1,3,4,3,2,3,1,"Suburb","Small Town Person",45,30,65,15,70,0,70,45,6,4,4,4,2,2,5,"Male","Bachelor's Degree","White",NA,"Republican",6,TRUE,FALSE
"1044",3,5,5,7,6,5,3,4,2,2,5,2,4,4,"Suburb","Suburb Person",0,60,0,85,0,85,85,0,6,7,6,1,4,5,2,"Female","Some College","White","A few times a year","Republican",7,FALSE,TRUE
"1045",7,1,1,1,1,1,1,1,4,5,2,3,2,1,"City","City Person",40,0,70,0,85,0,50,0,4,1,4,5,1,1,5,"Female","Some College","White",NA,"Democrat",1,TRUE,FALSE
"1046",5,NA,4,3,2,4,3,1,3,4,4,2,2,3,"Suburb","Suburb Person",70,0,60,0,55,0,50,0,7,4,4,5,1,1,5,"Male","Some College","Black","A few times a year","Democrat",1,TRUE,FALSE
"1047",6,7,5,4,7,2,1,3,1,3,3,3,2,3,"City","Country Person",0,70,0,100,0,100,85,0,4,4,4,1,5,5,3,"Male","Some College","Middle Eastern","Almost every week","Independent",4,FALSE,TRUE
"1048",6,5,4,6,4,4,3,1,2,1,5,1,2,3,"Small Town","Country Person",0,85,15,100,0,100,85,0,6,7,6,1,4,4,1,"Male","Some College","White","A few times a year","Republican",6,FALSE,TRUE
"1049",6,NA,2,NA,3,NA,2,1,3,2,2,3,1,3,"Suburb","Suburb Person",50,50,70,0,85,0,NA,50,NA,6,4,3,2,3,3,"Male","High School","Hispanic",NA,"Democrat",3,FALSE,FALSE
"1050",2,1,4,7,7,7,1,1,1,1,4,1,1,1,"Rural Area","Country Person",15,85,0,100,15,100,100,15,6,6,6,1,4,5,1,"Male","Bachelor's Degree","White","Almost every week","Republican",7,FALSE,TRUE
"1051",6,6,1,2,1,1,3,1,1,2,1,2,1,2,"City","Suburb Person",15,85,15,100,0,100,30,15,4,4,4,1,2,1,3,"Male","Bachelor's Degree","White","Once or twice a month","Republican",6,FALSE,TRUE
"1052",1,4,4,3,1,1,2,2,2,1,2,2,1,2,NA,NA,15,0,30,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,"Male","High School","White",NA,"Independent",4,FALSE,FALSE
"1053",3,2,6,7,7,6,4,3,2,1,5,3,5,5,"City","Country Person",30,70,0,100,10,90,50,30,4,3,4,2,5,5,3,"Male","Some College","White",NA,"Republican",7,FALSE,TRUE
"1054",7,1,1,2,1,1,2,1,3,1,2,2,2,1,"City","Suburb Person",40,5,51,0,65,0,35,5,6,2,4,5,1,1,5,"Male","Graduate Degree","White",NA,"Democrat",2,TRUE,FALSE
"1055",4,5,7,6,1,2,3,3,3,3,3,1,2,2,"Small Town","Suburb Person",30,60,60,30,40,60,100,30,6,4,5,2,4,5,3,"Female","Graduate Degree","White","Almost every week","Republican",5,FALSE,TRUE
"1056",5,2,1,4,1,1,3,1,5,4,1,3,3,1,"Rural Area","Country Person",85,0,85,0,85,0,30,0,5,1,2,4,1,1,4,"Male","Bachelor's Degree","White",NA,"Democrat",3,FALSE,FALSE
"1057",NA,7,NA,NA,2,NA,3,1,2,1,3,3,3,3,"Small Town","Small Town Person",0,100,0,100,0,100,50,0,6,4,4,5,2,2,2,"Female","High School","White","Every week","Republican",7,FALSE,TRUE
"1058",4,1,3,7,2,6,3,1,5,4,3,1,3,3,"City","Small Town Person",30,30,30,10,50,0,50,30,2,3,6,5,1,1,5,"Male","Bachelor's Degree","White",NA,"Democrat",3,TRUE,FALSE
"1059",NA,NA,NA,NA,NA,NA,1,1,5,1,3,1,1,1,"Small Town","City Person",50,50,70,NA,85,0,NA,50,4,4,4,3,3,2,3,"Female","High School","White","Every week","Democrat",1,TRUE,FALSE
"1060",6,7,3,7,5,NA,4,1,1,3,4,2,3,3,"Rural Area","Country Person",15,85,0,70,0,70,100,15,5,7,4,2,2,3,5,"Female","Bachelor's Degree","White",NA,"Republican",6,FALSE,TRUE
"1061",5,5,NA,5,6,5,1,3,1,2,4,2,3,3,"Suburb","Country Person",50,100,50,100,0,100,100,50,6,6,4,1,5,5,2,"Female","High School","White","A few times a year","Republican",7,FALSE,TRUE
"1062",1,6,NA,7,6,NA,3,2,1,2,2,3,3,3,"City","City Person",0,85,0,100,0,100,50,0,4,4,5,1,5,5,1,"Male","Some College","Hispanic","Once or twice a month","Republican",7,FALSE,TRUE
"1063",7,4,4,4,4,4,3,3,3,3,3,3,3,2,"Suburb","Suburb Person",100,70,100,70,85,70,87,70,4,4,4,3,2,4,4,"Male","Some College","White","A few times a year","Democrat",1,TRUE,FALSE
"1064",NA,NA,4,5,5,6,2,1,3,2,3,2,2,1,"Small Town","Small Town Person",60,30,70,15,70,0,70,60,4,7,5,4,3,3,3,"Female","Graduate Degree","White",NA,"Republican",5,TRUE,FALSE
"1065",5,5,5,7,7,5,1,2,1,3,3,1,2,3,"Suburb","City Person",40,70,0,85,0,85,50,40,6,5,4,1,5,5,2,"Female","Some College","White",NA,"Republican",5,FALSE,TRUE
"1066",7,5,1,1,NA,1,2,3,4,2,3,3,3,1,"Small Town","Small Town Person",100,0,100,0,100,0,NA,0,7,7,7,1,5,4,4,"Female","High School","White",NA,"Democrat",1,TRUE,FALSE
"1067",6,NA,2,2,1,2,1,1,4,2,3,3,2,1,NA,NA,NA,NA,85,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","White","A few times a year","Democrat",2,FALSE,FALSE
"1068",1,6,7,7,6,6,3,3,1,1,5,3,5,2,NA,NA,15,60,15,100,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","White","Once or twice a month","Republican",7,FALSE,FALSE
"1069",1,7,7,7,7,4,3,3,2,2,5,3,4,3,"Small Town","Suburb Person",0,100,0,90,50,50,50,0,4,4,5,1,5,5,3,"Female","Some College","White",NA,"Republican",7,FALSE,FALSE
"1070",7,7,1,NA,1,NA,1,1,1,1,1,1,1,1,"City","City Person",50,50,85,50,100,30,NA,50,4,4,4,3,3,3,3,"Female","High School","Black",NA,"Democrat",3,FALSE,FALSE
